C1,C2,time
-4.613272008309684,-3.636045297920733,137
-4.62220835937208,-3.6028946375574176,138
-4.628272311878706,-3.5803995465965963,139
-4.630506399644306,-3.5721118815057675,140
-4.636758085525654,-3.564974252509757,141
-4.653726947203598,-3.545600688092015,142
-4.678733690728988,-3.5170501721079734,143
-4.709099022152678,-3.4823816884130667,144
-4.742143647525516,-3.444654220862726,145
-4.7751882728983555,-3.4069267533123853,146
-4.8055536043220455,-3.372258269617479,147
-4.830560347847436,-3.3437077536334376,148
-4.847529209525381,-3.324334189215696,149
-4.853780895406728,-3.3171965602196853,150
-4.858548512236891,-3.3204175793190585,151
-4.8714891864901935,-3.329160345445928,152
-4.890559653810846,-3.3420444218434207,153
-4.913716649843069,-3.3576893717546614,154
-4.938916910231077,-3.374714758422776,155
-4.964117170619084,-3.391740145090891,156
-4.987274166651307,-3.407385095002132,157
-5.006344633971961,-3.420269171399624,158
-5.019285308225261,-3.429011937526494,159
-5.024052925055425,-3.432232956625867,160
-5.029143321178426,-3.4351205559616664,161
-5.043114833941559,-3.4430460945641808,162
-5.06401794993601,-3.454903683326081,163
-5.089903155752973,-3.4695874331400405,164
-5.11882093798364,-3.4859914548987327,165
-5.148821783219202,-3.503009859494829,166
-5.17795617805085,-3.519536757821002,167
-5.204274609069774,-3.534466260769924,168
-5.225827562867166,-3.5466924792342676,169
-5.240665526034218,-3.555109524106706,170
